location,date,vaccine,total_vaccinations
Czechia,2021-04-27,Pfizer/BioNTech,2297930
Czechia,2021-04-28,Johnson&Johnson,3333
Czechia,2021-04-28,Moderna,323022
Czechia,2021-04-28,Oxford/AstraZeneca,374306
Czechia,2021-04-28,Pfizer/BioNTech,2352586
Czechia,2021-04-29,Johnson&Johnson,4940
Czechia,2021-04-29,Moderna,330888
Czechia,2021-04-29,Oxford/AstraZeneca,380852
Czechia,2021-04-29,Pfizer/BioNTech,2416350
Czechia,2021-04-30,Johnson&Johnson,6402
Czechia,2021-04-30,Moderna,334694
Czechia,2021-04-30,Oxford/AstraZeneca,384754
Czechia,2021-04-30,Pfizer/BioNTech,2477845
Czechia,2021-05-01,Johnson&Johnson,6506
Czechia,2021-05-01,Moderna,335894
Czechia,2021-05-01,Oxford/AstraZeneca,384984
Czechia,2021-05-01,Pfizer/BioNTech,2498931
Czechia,2021-05-02,Johnson&Johnson,6536
Czechia,2021-05-02,Moderna,336392
Czechia,2021-05-02,Oxford/AstraZeneca,385104
Czechia,2021-05-02,Pfizer/BioNTech,2519410
Czechia,2021-05-03,Johnson&Johnson,7661
Czechia,2021-05-03,Moderna,339401
Czechia,2021-05-03,Oxford/AstraZeneca,388324
Czechia,2021-05-03,Pfizer/BioNTech,2583197
Czechia,2021-05-04,Johnson&Johnson,9216
Czechia,2021-05-04,Moderna,346524
Czechia,2021-05-04,Oxford/AstraZeneca,392643
Czechia,2021-05-04,Pfizer/BioNTech,2643404
Czechia,2021-05-05,Johnson&Johnson,11191
Czechia,2021-05-05,Moderna,352187
Czechia,2021-05-05,Oxford/AstraZeneca,398893
Czechia,2021-05-05,Pfizer/BioNTech,2710050
Czechia,2021-05-06,Johnson&Johnson,13163
Czechia,2021-05-06,Moderna,357609
Czechia,2021-05-06,Oxford/AstraZeneca,406275
Czechia,2021-05-06,Pfizer/BioNTech,2784355
Czechia,2021-05-07,Johnson&Johnson,15052
Czechia,2021-05-07,Moderna,362502
Czechia,2021-05-07,Oxford/AstraZeneca,412062
Czechia,2021-05-07,Pfizer/BioNTech,2857150
Czechia,2021-05-08,Johnson&Johnson,15201
Czechia,2021-05-08,Moderna,363605
Czechia,2021-05-08,Oxford/AstraZeneca,412341
Czechia,2021-05-08,Pfizer/BioNTech,2886619
Czechia,2021-05-09,Johnson&Johnson,15211
Czechia,2021-05-09,Moderna,364674
Czechia,2021-05-09,Oxford/AstraZeneca,412753
Czechia,2021-05-09,Pfizer/BioNTech,2910482
Czechia,2021-05-10,Johnson&Johnson,16896
Czechia,2021-05-10,Moderna,370336
Czechia,2021-05-10,Oxford/AstraZeneca,418750
Czechia,2021-05-10,Pfizer/BioNTech,2975384
Czechia,2021-05-11,Johnson&Johnson,18718
Czechia,2021-05-11,Moderna,376657
Czechia,2021-05-11,Oxford/AstraZeneca,426341
Czechia,2021-05-11,Pfizer/BioNTech,3042681
Czechia,2021-05-12,Johnson&Johnson,20304
Czechia,2021-05-12,Moderna,385036
Czechia,2021-05-12,Oxford/AstraZeneca,433780
Czechia,2021-05-12,Pfizer/BioNTech,3112570
Czechia,2021-05-13,Johnson&Johnson,21814
Czechia,2021-05-13,Moderna,392452
Czechia,2021-05-13,Oxford/AstraZeneca,440781
Czechia,2021-05-13,Pfizer/BioNTech,3188254
Czechia,2021-05-14,Johnson&Johnson,22911
Czechia,2021-05-14,Moderna,397951
Czechia,2021-05-14,Oxford/AstraZeneca,446663
Czechia,2021-05-14,Pfizer/BioNTech,3261815
Czechia,2021-05-15,Johnson&Johnson,22977
Czechia,2021-05-15,Moderna,398687
Czechia,2021-05-15,Oxford/AstraZeneca,448613
Czechia,2021-05-15,Pfizer/BioNTech,3293045
Czechia,2021-05-16,Johnson&Johnson,22987
Czechia,2021-05-16,Moderna,399393
Czechia,2021-05-16,Oxford/AstraZeneca,449408
Czechia,2021-05-16,Pfizer/BioNTech,3318511
Czechia,2021-05-17,Johnson&Johnson,23867
Czechia,2021-05-17,Moderna,404373
Czechia,2021-05-17,Oxford/AstraZeneca,454039
Czechia,2021-05-17,Pfizer/BioNTech,3386299
Czechia,2021-05-18,Johnson&Johnson,24866
Czechia,2021-05-18,Moderna,412223
Czechia,2021-05-18,Oxford/AstraZeneca,460074
Czechia,2021-05-18,Pfizer/BioNTech,3455320
Czechia,2021-05-19,Johnson&Johnson,26094
Czechia,2021-05-19,Moderna,422597
Czechia,2021-05-19,Oxford/AstraZeneca,466624
Czechia,2021-05-19,Pfizer/BioNTech,3528468
Czechia,2021-05-20,Johnson&Johnson,27720
Czechia,2021-05-20,Moderna,433190
Czechia,2021-05-20,Oxford/AstraZeneca,473386
Czechia,2021-05-20,Pfizer/BioNTech,3610233
Czechia,2021-05-21,Johnson&Johnson,29146
Czechia,2021-05-21,Moderna,441176
Czechia,2021-05-21,Oxford/AstraZeneca,479174
Czechia,2021-05-21,Pfizer/BioNTech,3690032
Czechia,2021-05-22,Johnson&Johnson,29320
Czechia,2021-05-22,Moderna,443041
Czechia,2021-05-22,Oxford/AstraZeneca,481055
Czechia,2021-05-22,Pfizer/BioNTech,3729416
Czechia,2021-05-23,Johnson&Johnson,29329
Czechia,2021-05-23,Moderna,443950
Czechia,2021-05-23,Oxford/AstraZeneca,482522
Czechia,2021-05-23,Pfizer/BioNTech,3758346
Czechia,2021-05-24,Johnson&Johnson,30605
Czechia,2021-05-24,Moderna,452623
Czechia,2021-05-24,Oxford/AstraZeneca,488891
Czechia,2021-05-24,Pfizer/BioNTech,3821471
Czechia,2021-05-25,Johnson&Johnson,32391
Czechia,2021-05-25,Moderna,461425
Czechia,2021-05-25,Oxford/AstraZeneca,500068
Czechia,2021-05-25,Pfizer/BioNTech,3885506
Czechia,2021-05-26,Johnson&Johnson,34297
Czechia,2021-05-26,Moderna,471384
Czechia,2021-05-26,Oxford/AstraZeneca,511050
Czechia,2021-05-26,Pfizer/BioNTech,3965957
Czechia,2021-05-27,Johnson&Johnson,36407
Czechia,2021-05-27,Moderna,481475
Czechia,2021-05-27,Oxford/AstraZeneca,520628
Czechia,2021-05-27,Pfizer/BioNTech,4050707
Czechia,2021-05-28,Johnson&Johnson,38506
Czechia,2021-05-28,Moderna,491393
Czechia,2021-05-28,Oxford/AstraZeneca,529934
Czechia,2021-05-28,Pfizer/BioNTech,4135450
Czechia,2021-05-29,Johnson&Johnson,38645
Czechia,2021-05-29,Moderna,494008
Czechia,2021-05-29,Oxford/AstraZeneca,532398
Czechia,2021-05-29,Pfizer/BioNTech,4176317
Czechia,2021-05-30,Johnson&Johnson,38653
Czechia,2021-05-30,Moderna,495005
Czechia,2021-05-30,Oxford/AstraZeneca,534995
Czechia,2021-05-30,Pfizer/BioNTech,4209456
Czechia,2021-05-31,Johnson&Johnson,40502
Czechia,2021-05-31,Moderna,503335
Czechia,2021-05-31,Oxford/AstraZeneca,543341
Czechia,2021-05-31,Pfizer/BioNTech,4292313
Czechia,2021-06-01,Johnson&Johnson,42784
Czechia,2021-06-01,Moderna,513756
Czechia,2021-06-01,Oxford/AstraZeneca,555135
Czechia,2021-06-01,Pfizer/BioNTech,4373331
Czechia,2021-06-02,Johnson&Johnson,45245
Czechia,2021-06-02,Moderna,523090
Czechia,2021-06-02,Oxford/AstraZeneca,566690
Czechia,2021-06-02,Pfizer/BioNTech,4464294
Czechia,2021-06-03,Johnson&Johnson,48053
Czechia,2021-06-03,Moderna,532671
Czechia,2021-06-03,Oxford/AstraZeneca,578627
Czechia,2021-06-03,Pfizer/BioNTech,4555525
Czechia,2021-06-04,Johnson&Johnson,51301
Czechia,2021-06-04,Moderna,541961
Czechia,2021-06-04,Oxford/AstraZeneca,589148
Czechia,2021-06-04,Pfizer/BioNTech,4649607
Czechia,2021-06-05,Johnson&Johnson,51425
Czechia,2021-06-05,Moderna,542845
Czechia,2021-06-05,Oxford/AstraZeneca,591193
Czechia,2021-06-05,Pfizer/BioNTech,4699335
Czechia,2021-06-06,Johnson&Johnson,51497
Czechia,2021-06-06,Moderna,543379
Czechia,2021-06-06,Oxford/AstraZeneca,592116
Czechia,2021-06-06,Pfizer/BioNTech,4739729
Czechia,2021-06-07,Johnson&Johnson,54626
Czechia,2021-06-07,Moderna,551196
Czechia,2021-06-07,Oxford/AstraZeneca,600929
Czechia,2021-06-07,Pfizer/BioNTech,4836083
Czechia,2021-06-08,Johnson&Johnson,57684
Czechia,2021-06-08,Moderna,559419
Czechia,2021-06-08,Oxford/AstraZeneca,611458
Czechia,2021-06-08,Pfizer/BioNTech,4930095
Czechia,2021-06-09,Johnson&Johnson,61317
Czechia,2021-06-09,Moderna,568856
Czechia,2021-06-09,Oxford/AstraZeneca,622016
Czechia,2021-06-09,Pfizer/BioNTech,5026396
Czechia,2021-06-10,Johnson&Johnson,64443
Czechia,2021-06-10,Moderna,579042
Czechia,2021-06-10,Oxford/AstraZeneca,632889
Czechia,2021-06-10,Pfizer/BioNTech,5124006
Czechia,2021-06-11,Johnson&Johnson,67581
Czechia,2021-06-11,Moderna,588015
Czechia,2021-06-11,Oxford/AstraZeneca,641506
Czechia,2021-06-11,Pfizer/BioNTech,5221891
Czechia,2021-06-12,Johnson&Johnson,67679
Czechia,2021-06-12,Moderna,588960
Czechia,2021-06-12,Oxford/AstraZeneca,642890
Czechia,2021-06-12,Pfizer/BioNTech,5272076
Czechia,2021-06-13,Johnson&Johnson,67732
Czechia,2021-06-13,Moderna,589357
Czechia,2021-06-13,Oxford/AstraZeneca,643072
Czechia,2021-06-13,Pfizer/BioNTech,5313752
Czechia,2021-06-14,Johnson&Johnson,70124
Czechia,2021-06-14,Moderna,597592
Czechia,2021-06-14,Oxford/AstraZeneca,650572
Czechia,2021-06-14,Pfizer/BioNTech,5410597
Czechia,2021-06-15,Johnson&Johnson,72299
Czechia,2021-06-15,Moderna,608141
Czechia,2021-06-15,Oxford/AstraZeneca,659409
Czechia,2021-06-15,Pfizer/BioNTech,5503755
Czechia,2021-06-16,Johnson&Johnson,74834
Czechia,2021-06-16,Moderna,617591
Czechia,2021-06-16,Oxford/AstraZeneca,667947
Czechia,2021-06-16,Pfizer/BioNTech,5601552
Czechia,2021-06-17,Johnson&Johnson,77019
Czechia,2021-06-17,Moderna,625561
Czechia,2021-06-17,Oxford/AstraZeneca,676051
Czechia,2021-06-17,Pfizer/BioNTech,5703449
Czechia,2021-06-18,Johnson&Johnson,79063
Czechia,2021-06-18,Moderna,633546
Czechia,2021-06-18,Oxford/AstraZeneca,681830
Czechia,2021-06-18,Pfizer/BioNTech,5808392
Czechia,2021-06-19,Johnson&Johnson,79085
Czechia,2021-06-19,Moderna,634744
Czechia,2021-06-19,Oxford/AstraZeneca,682442
Czechia,2021-06-19,Pfizer/BioNTech,5857492
Czechia,2021-06-20,Johnson&Johnson,79123
Czechia,2021-06-20,Moderna,636039
Czechia,2021-06-20,Oxford/AstraZeneca,682547
Czechia,2021-06-20,Pfizer/BioNTech,5897138
Czechia,2021-06-21,Johnson&Johnson,80561
Czechia,2021-06-21,Moderna,645298
Czechia,2021-06-21,Oxford/AstraZeneca,688988
Czechia,2021-06-21,Pfizer/BioNTech,5989541
Czechia,2021-06-22,Johnson&Johnson,82175
Czechia,2021-06-22,Moderna,654780
Czechia,2021-06-22,Oxford/AstraZeneca,697575
Czechia,2021-06-22,Pfizer/BioNTech,6083362
Czechia,2021-06-23,Johnson&Johnson,83978
Czechia,2021-06-23,Moderna,665750
Czechia,2021-06-23,Oxford/AstraZeneca,706001
Czechia,2021-06-23,Pfizer/BioNTech,6177130
Czechia,2021-06-24,Johnson&Johnson,85804
Czechia,2021-06-24,Moderna,675646
Czechia,2021-06-24,Oxford/AstraZeneca,714173
Czechia,2021-06-24,Pfizer/BioNTech,6275181
Czechia,2021-06-25,Johnson&Johnson,87519
Czechia,2021-06-25,Moderna,684703
Czechia,2021-06-25,Oxford/AstraZeneca,720204
Czechia,2021-06-25,Pfizer/BioNTech,6373742
Czechia,2021-06-26,Johnson&Johnson,87552
Czechia,2021-06-26,Moderna,686202
Czechia,2021-06-26,Oxford/AstraZeneca,721825
Czechia,2021-06-26,Pfizer/BioNTech,6421149
Czechia,2021-06-27,Johnson&Johnson,87560
Czechia,2021-06-27,Moderna,687297
Czechia,2021-06-27,Oxford/AstraZeneca,721968
Czechia,2021-06-27,Pfizer/BioNTech,6460419
Czechia,2021-06-28,Johnson&Johnson,88817
Czechia,2021-06-28,Moderna,696129
Czechia,2021-06-28,Oxford/AstraZeneca,728893
Czechia,2021-06-28,Pfizer/BioNTech,6555639
Czechia,2021-06-29,Johnson&Johnson,90269
Czechia,2021-06-29,Moderna,707084
Czechia,2021-06-29,Oxford/AstraZeneca,738480
Czechia,2021-06-29,Pfizer/BioNTech,6647826
Czechia,2021-06-30,Johnson&Johnson,91625
Czechia,2021-06-30,Moderna,719397
Czechia,2021-06-30,Oxford/AstraZeneca,747538
Czechia,2021-06-30,Pfizer/BioNTech,6742086
Czechia,2021-07-01,Johnson&Johnson,93400
Czechia,2021-07-01,Moderna,730362
Czechia,2021-07-01,Oxford/AstraZeneca,757020
Czechia,2021-07-01,Pfizer/BioNTech,6831998
Czechia,2021-07-02,Johnson&Johnson,95114
Czechia,2021-07-02,Moderna,741404
Czechia,2021-07-02,Oxford/AstraZeneca,764117
Czechia,2021-07-02,Pfizer/BioNTech,6922868
Czechia,2021-07-03,Johnson&Johnson,95129
Czechia,2021-07-03,Moderna,742685
Czechia,2021-07-03,Oxford/AstraZeneca,764755
Czechia,2021-07-03,Pfizer/BioNTech,6959446
Czechia,2021-07-04,Johnson&Johnson,95138
Czechia,2021-07-04,Moderna,743192
Czechia,2021-07-04,Oxford/AstraZeneca,764809
Czechia,2021-07-04,Pfizer/BioNTech,6988176
Czechia,2021-07-05,Johnson&Johnson,95152
Czechia,2021-07-05,Moderna,743449
Czechia,2021-07-05,Oxford/AstraZeneca,764855
Czechia,2021-07-05,Pfizer/BioNTech,7020510
Czechia,2021-07-06,Johnson&Johnson,95174
Czechia,2021-07-06,Moderna,744149
Czechia,2021-07-06,Oxford/AstraZeneca,765062
Czechia,2021-07-06,Pfizer/BioNTech,7052534
Czechia,2021-07-07,Johnson&Johnson,96155
Czechia,2021-07-07,Moderna,752720
Czechia,2021-07-07,Oxford/AstraZeneca,771232
Czechia,2021-07-07,Pfizer/BioNTech,7140481
Czechia,2021-07-08,Johnson&Johnson,97473
Czechia,2021-07-08,Moderna,761521
Czechia,2021-07-08,Oxford/AstraZeneca,778072
Czechia,2021-07-08,Pfizer/BioNTech,7219025
Czechia,2021-07-09,Johnson&Johnson,98895
Czechia,2021-07-09,Moderna,769617
Czechia,2021-07-09,Oxford/AstraZeneca,783360
Czechia,2021-07-09,Pfizer/BioNTech,7299870
Czechia,2021-07-10,Johnson&Johnson,98913
Czechia,2021-07-10,Moderna,770602
Czechia,2021-07-10,Oxford/AstraZeneca,783679
Czechia,2021-07-10,Pfizer/BioNTech,7336433
Czechia,2021-07-11,Johnson&Johnson,98944
Czechia,2021-07-11,Moderna,771034
Czechia,2021-07-11,Oxford/AstraZeneca,784100
Czechia,2021-07-11,Pfizer/BioNTech,7366883
Czechia,2021-07-12,Johnson&Johnson,100258
Czechia,2021-07-12,Moderna,781263
Czechia,2021-07-12,Oxford/AstraZeneca,789531
Czechia,2021-07-12,Pfizer/BioNTech,7445134
Czechia,2021-07-13,Johnson&Johnson,102105
Czechia,2021-07-13,Moderna,790424
Czechia,2021-07-13,Oxford/AstraZeneca,796485
Czechia,2021-07-13,Pfizer/BioNTech,7521276
Czechia,2021-07-14,Johnson&Johnson,104097
Czechia,2021-07-14,Moderna,798843
Czechia,2021-07-14,Oxford/AstraZeneca,803348
Czechia,2021-07-14,Pfizer/BioNTech,7599712
Czechia,2021-07-15,Johnson&Johnson,106445
Czechia,2021-07-15,Moderna,806428
Czechia,2021-07-15,Oxford/AstraZeneca,810436
Czechia,2021-07-15,Pfizer/BioNTech,7675425
Czechia,2021-07-16,Johnson&Johnson,108917
Czechia,2021-07-16,Moderna,814676
Czechia,2021-07-16,Oxford/AstraZeneca,815539
Czechia,2021-07-16,Pfizer/BioNTech,7757639
Czechia,2021-07-17,Johnson&Johnson,109411
Czechia,2021-07-17,Moderna,815155
Czechia,2021-07-17,Oxford/AstraZeneca,815675
Czechia,2021-07-17,Pfizer/BioNTech,7796174
Czechia,2021-07-18,Johnson&Johnson,109955
Czechia,2021-07-18,Moderna,815714
Czechia,2021-07-18,Oxford/AstraZeneca,815688
Czechia,2021-07-18,Pfizer/BioNTech,7828907
Czechia,2021-07-19,Johnson&Johnson,111426
Czechia,2021-07-19,Moderna,822479
Czechia,2021-07-19,Oxford/AstraZeneca,819756
Czechia,2021-07-19,Pfizer/BioNTech,7905417
Czechia,2021-07-20,Johnson&Johnson,113337
Czechia,2021-07-20,Moderna,828904
Czechia,2021-07-20,Oxford/AstraZeneca,825246
Czechia,2021-07-20,Pfizer/BioNTech,7978020
Czechia,2021-07-21,Johnson&Johnson,116171
Czechia,2021-07-21,Moderna,835074
Czechia,2021-07-21,Oxford/AstraZeneca,830508
Czechia,2021-07-21,Pfizer/BioNTech,8047734
Czechia,2021-07-22,Johnson&Johnson,119213
Czechia,2021-07-22,Moderna,840817
Czechia,2021-07-22,Oxford/AstraZeneca,835069
Czechia,2021-07-22,Pfizer/BioNTech,8112223
Czechia,2021-07-23,Johnson&Johnson,122307
Czechia,2021-07-23,Moderna,845669
Czechia,2021-07-23,Oxford/AstraZeneca,837918
Czechia,2021-07-23,Pfizer/BioNTech,8176153
Czechia,2021-07-24,Johnson&Johnson,123487
Czechia,2021-07-24,Moderna,846127
Czechia,2021-07-24,Oxford/AstraZeneca,838025
Czechia,2021-07-24,Pfizer/BioNTech,8208135
Czechia,2021-07-25,Johnson&Johnson,124632
Czechia,2021-07-25,Moderna,846529
Czechia,2021-07-25,Oxford/AstraZeneca,838049
Czechia,2021-07-25,Pfizer/BioNTech,8234103
Czechia,2021-07-26,Johnson&Johnson,127279
Czechia,2021-07-26,Moderna,849808
Czechia,2021-07-26,Oxford/AstraZeneca,841122
Czechia,2021-07-26,Pfizer/BioNTech,8294540
Czechia,2021-07-27,Johnson&Johnson,130576
Czechia,2021-07-27,Moderna,853368
Czechia,2021-07-27,Oxford/AstraZeneca,845338
Czechia,2021-07-27,Pfizer/BioNTech,8349430
Czechia,2021-07-28,Johnson&Johnson,134325
Czechia,2021-07-28,Moderna,856513
Czechia,2021-07-28,Oxford/AstraZeneca,849548
Czechia,2021-07-28,Pfizer/BioNTech,8401693
Czechia,2021-07-29,Johnson&Johnson,137632
Czechia,2021-07-29,Moderna,859295
Czechia,2021-07-29,Oxford/AstraZeneca,853612
Czechia,2021-07-29,Pfizer/BioNTech,8451393
Czechia,2021-07-30,Johnson&Johnson,140947
Czechia,2021-07-30,Moderna,861584
Czechia,2021-07-30,Oxford/AstraZeneca,856349
Czechia,2021-07-30,Pfizer/BioNTech,8505458
Czechia,2021-07-31,Johnson&Johnson,142504
Czechia,2021-07-31,Moderna,861882
Czechia,2021-07-31,Oxford/AstraZeneca,856540
Czechia,2021-07-31,Pfizer/BioNTech,8530262
Czechia,2021-08-01,Johnson&Johnson,143831
Czechia,2021-08-01,Moderna,862303
Czechia,2021-08-01,Oxford/AstraZeneca,856556
Czechia,2021-08-01,Pfizer/BioNTech,8550009
Czechia,2021-08-02,Johnson&Johnson,146280
Czechia,2021-08-02,Moderna,864271
Czechia,2021-08-02,Oxford/AstraZeneca,858716
Czechia,2021-08-02,Pfizer/BioNTech,8597071
Czechia,2021-08-03,Johnson&Johnson,149501
Czechia,2021-08-03,Moderna,865682
Czechia,2021-08-03,Oxford/AstraZeneca,861639
Czechia,2021-08-03,Pfizer/BioNTech,8641938
Czechia,2021-08-04,Johnson&Johnson,152479
Czechia,2021-08-04,Moderna,867856
Czechia,2021-08-04,Oxford/AstraZeneca,864153
Czechia,2021-08-04,Pfizer/BioNTech,8684014
Czechia,2021-08-05,Johnson&Johnson,155518
Czechia,2021-08-05,Moderna,869914
Czechia,2021-08-05,Oxford/AstraZeneca,866399
Czechia,2021-08-05,Pfizer/BioNTech,8730023
Czechia,2021-08-06,Johnson&Johnson,158607
Czechia,2021-08-06,Moderna,871636
Czechia,2021-08-06,Oxford/AstraZeneca,868006
Czechia,2021-08-06,Pfizer/BioNTech,8780487
Czechia,2021-08-07,Johnson&Johnson,160020
Czechia,2021-08-07,Moderna,871762
Czechia,2021-08-07,Oxford/AstraZeneca,868140
Czechia,2021-08-07,Pfizer/BioNTech,8801105
Czechia,2021-08-08,Johnson&Johnson,161106
Czechia,2021-08-08,Moderna,871841
Czechia,2021-08-08,Oxford/AstraZeneca,868152
Czechia,2021-08-08,Pfizer/BioNTech,8818908
Czechia,2021-08-09,Johnson&Johnson,163325
Czechia,2021-08-09,Moderna,873334
Czechia,2021-08-09,Oxford/AstraZeneca,869261
Czechia,2021-08-09,Pfizer/BioNTech,8869488
Czechia,2021-08-10,Johnson&Johnson,165526
Czechia,2021-08-10,Moderna,874676
Czechia,2021-08-10,Oxford/AstraZeneca,870955
Czechia,2021-08-10,Pfizer/BioNTech,8913372
Czechia,2021-08-11,Johnson&Johnson,167755
Czechia,2021-08-11,Moderna,876375
Czechia,2021-08-11,Oxford/AstraZeneca,872414
Czechia,2021-08-11,Pfizer/BioNTech,8960174
Czechia,2021-08-12,Johnson&Johnson,170241
Czechia,2021-08-12,Moderna,878069
Czechia,2021-08-12,Oxford/AstraZeneca,873668
Czechia,2021-08-12,Pfizer/BioNTech,9000716
Czechia,2021-08-13,Johnson&Johnson,172436
Czechia,2021-08-13,Moderna,880110
Czechia,2021-08-13,Oxford/AstraZeneca,874523
Czechia,2021-08-13,Pfizer/BioNTech,9044376
Czechia,2021-08-14,Johnson&Johnson,173493
Czechia,2021-08-14,Moderna,880446
Czechia,2021-08-14,Oxford/AstraZeneca,874564
Czechia,2021-08-14,Pfizer/BioNTech,9055894
Czechia,2021-08-15,Johnson&Johnson,174119
Czechia,2021-08-15,Moderna,880556
Czechia,2021-08-15,Oxford/AstraZeneca,874578
Czechia,2021-08-15,Pfizer/BioNTech,9067445
Czechia,2021-08-16,Johnson&Johnson,176012
Czechia,2021-08-16,Moderna,882296
Czechia,2021-08-16,Oxford/AstraZeneca,875244
Czechia,2021-08-16,Pfizer/BioNTech,9105029
Czechia,2021-08-17,Johnson&Johnson,177982
Czechia,2021-08-17,Moderna,883714
Czechia,2021-08-17,Oxford/AstraZeneca,876149
Czechia,2021-08-17,Pfizer/BioNTech,9135396
Czechia,2021-08-18,Johnson&Johnson,180113
Czechia,2021-08-18,Moderna,885330
Czechia,2021-08-18,Oxford/AstraZeneca,876878
Czechia,2021-08-18,Pfizer/BioNTech,9176975
Czechia,2021-08-19,Johnson&Johnson,182574
Czechia,2021-08-19,Moderna,886812
Czechia,2021-08-19,Oxford/AstraZeneca,877578
Czechia,2021-08-19,Pfizer/BioNTech,9217832
Czechia,2021-08-20,Johnson&Johnson,185199
Czechia,2021-08-20,Moderna,888730
Czechia,2021-08-20,Oxford/AstraZeneca,878125
Czechia,2021-08-20,Pfizer/BioNTech,9261597
Czechia,2021-08-21,Johnson&Johnson,186105
Czechia,2021-08-21,Moderna,889045
Czechia,2021-08-21,Oxford/AstraZeneca,878210
Czechia,2021-08-21,Pfizer/BioNTech,9274823
Czechia,2021-08-22,Johnson&Johnson,186898
Czechia,2021-08-22,Moderna,889361
Czechia,2021-08-22,Oxford/AstraZeneca,878213
Czechia,2021-08-22,Pfizer/BioNTech,9287203
Czechia,2021-08-23,Johnson&Johnson,189412
Czechia,2021-08-23,Moderna,890844
Czechia,2021-08-23,Oxford/AstraZeneca,878615
Czechia,2021-08-23,Pfizer/BioNTech,9330010
Czechia,2021-08-24,Johnson&Johnson,191661
Czechia,2021-08-24,Moderna,892091
Czechia,2021-08-24,Oxford/AstraZeneca,878910
Czechia,2021-08-24,Pfizer/BioNTech,9367027
Czechia,2021-08-25,Johnson&Johnson,193831
Czechia,2021-08-25,Moderna,893681
Czechia,2021-08-25,Oxford/AstraZeneca,879301
Czechia,2021-08-25,Pfizer/BioNTech,9397879
Czechia,2021-08-26,Johnson&Johnson,195638
Czechia,2021-08-26,Moderna,895157
Czechia,2021-08-26,Oxford/AstraZeneca,879645
Czechia,2021-08-26,Pfizer/BioNTech,9426968
Czechia,2021-08-27,Johnson&Johnson,197848
Czechia,2021-08-27,Moderna,896599
Czechia,2021-08-27,Oxford/AstraZeneca,879933
Czechia,2021-08-27,Pfizer/BioNTech,9457029
Czechia,2021-08-28,Johnson&Johnson,198563
Czechia,2021-08-28,Moderna,896840
Czechia,2021-08-28,Oxford/AstraZeneca,879937
Czechia,2021-08-28,Pfizer/BioNTech,9465089
Czechia,2021-08-29,Johnson&Johnson,199287
Czechia,2021-08-29,Moderna,897143
Czechia,2021-08-29,Oxford/AstraZeneca,879938
Czechia,2021-08-29,Pfizer/BioNTech,9472343
Czechia,2021-08-30,Johnson&Johnson,200975
Czechia,2021-08-30,Moderna,898949
Czechia,2021-08-30,Oxford/AstraZeneca,880312
Czechia,2021-08-30,Pfizer/BioNTech,9497120
Czechia,2021-08-31,Johnson&Johnson,202737
Czechia,2021-08-31,Moderna,900074
Czechia,2021-08-31,Oxford/AstraZeneca,880616
Czechia,2021-08-31,Pfizer/BioNTech,9517861
Czechia,2021-09-01,Johnson&Johnson,204076
Czechia,2021-09-01,Moderna,901343
Czechia,2021-09-01,Oxford/AstraZeneca,880782
Czechia,2021-09-01,Pfizer/BioNTech,9533599
Czechia,2021-09-02,Johnson&Johnson,205919
Czechia,2021-09-02,Moderna,903180
Czechia,2021-09-02,Oxford/AstraZeneca,880952
Czechia,2021-09-02,Pfizer/BioNTech,9549045
Czechia,2021-09-03,Johnson&Johnson,207878
Czechia,2021-09-03,Moderna,904653
Czechia,2021-09-03,Oxford/AstraZeneca,881035
Czechia,2021-09-03,Pfizer/BioNTech,9568759
Czechia,2021-09-04,Johnson&Johnson,208502
Czechia,2021-09-04,Moderna,904737
Czechia,2021-09-04,Oxford/AstraZeneca,881057
Czechia,2021-09-04,Pfizer/BioNTech,9573001
Czechia,2021-09-05,Johnson&Johnson,209030
Czechia,2021-09-05,Moderna,904816
Czechia,2021-09-05,Oxford/AstraZeneca,881060
Czechia,2021-09-05,Pfizer/BioNTech,9576720
Czechia,2021-09-06,Johnson&Johnson,210448
Czechia,2021-09-06,Moderna,905912
Czechia,2021-09-06,Oxford/AstraZeneca,881115
Czechia,2021-09-06,Pfizer/BioNTech,9591394
Czechia,2021-09-07,Johnson&Johnson,211946
Czechia,2021-09-07,Moderna,907042
Czechia,2021-09-07,Oxford/AstraZeneca,881219
Czechia,2021-09-07,Pfizer/BioNTech,9602589
Czechia,2021-09-08,Johnson&Johnson,213203
Czechia,2021-09-08,Moderna,907990
Czechia,2021-09-08,Oxford/AstraZeneca,881321
Czechia,2021-09-08,Pfizer/BioNTech,9614493
Czechia,2021-09-09,Johnson&Johnson,214776
Czechia,2021-09-09,Moderna,908993
Czechia,2021-09-09,Oxford/AstraZeneca,881410
Czechia,2021-09-09,Pfizer/BioNTech,9626944
Czechia,2021-09-10,Johnson&Johnson,216321
Czechia,2021-09-10,Moderna,909966
Czechia,2021-09-10,Oxford/AstraZeneca,881454
Czechia,2021-09-10,Pfizer/BioNTech,9642631
Czechia,2021-09-11,Johnson&Johnson,216938
Czechia,2021-09-11,Moderna,910112
Czechia,2021-09-11,Oxford/AstraZeneca,881456
Czechia,2021-09-11,Pfizer/BioNTech,9645572
Czechia,2021-09-12,Johnson&Johnson,217383
Czechia,2021-09-12,Moderna,910180
Czechia,2021-09-12,Oxford/AstraZeneca,881462
Czechia,2021-09-12,Pfizer/BioNTech,9647338
